x1,x2,y
5.7084,15.7893,31
5.2323,10.198,30
17.4453,9.8668,2
6.4444,16.2033,31
8.6869,11.0007,3
25.5597,13.9125,12
21.7302,26.0588,7
17.6293,11.3503,2
17.8961,11.8057,2
12.8223,21.0218,10
12.6751,7.4955,19
22.1994,11.6861,27
21.859,4.8827,25
26.0565,17.1831,18
11.5481,8.8617,19
22.2201,5.4071,25
24.2096,16.1205,26
13.1742,26.9213,22
13.0477,26.8408,22
20.6607,26.7902,7
18.4642,11.7137,2
25.148,5.9292,1
5.253,16.8128,31
8.4316,15.2994,16
27.0317,14.4323,12
23.4851,8.3074,11
7.4311,18.3331,31
11.4906,21.7026,10
24.6535,23.0642,4
14.2368,8.9537,13
21.7555,15.4144,26
21.3392,5.7406,25
25.4378,27.5952,23
25.5436,5.9844,1
26.39,13.8021,12
14.2713,18.0893,8
28.1495,18.156,18
7.668,20.3916,21
14.0482,17.926,8
10.9455,14.8854,17
23.3218,24.8766,4
7.737,10.3613,3
25.884,6.3294,1
8.9514,11.0628,3
23.6116,16.8404,26
5.4623,19.306,5
23.078,16.0699,26
13.8412,26.2428,22
20.8608,19.1979,15
27.0018,14.8417,12
10.589,14.1379,17
10.0439,24.3936,28
26.2175,21.5738,24
24.8329,16.0377,12
27.7263,22.5467,24
19.9523,18.8046,15
26.919,16.27,18
7.9969,10.7063,3
7.5277,10.6994,3
15.9595,9.3562,13
12.222,21.5393,10
11.3802,8.4086,19
28.2139,18.133,18
24.5776,27.8206,23
11.4009,23.9819,28
25.9599,28.5796,23
17.7328,11.21,2
6.0879,16.1205,31
7.1666,20.1018,21
5.1219,18.4274,31
12.6268,19.7108,8
13.0454,19.0346,8
23.7496,8.8893,11
7.7945,10.8995,3
25.1871,14.5128,12
5.2116,27.6941,20
9.669,20.2674,21
15.2672,21.422,29
12.4221,20.8056,10
25.7805,15.212,12
8.2315,20.9505,21
19.8833,18.8529,15
24.9824,14.9774,12
27.6228,15.2741,12
24.1268,7.8175,11
21.5416,16.1021,26
10.5476,23.6208,28
24.8766,4.4664,1
29.2926,17.4614,18
9.1515,10.796,3
24.9663,29.15,23
10.2141,7.4058,19
7.7462,15.2833,16
5.8901,16.9393,31
10.4579,9.0204,19
5.5198,10.1681,30
20.8654,20.4491,15
6.0465,17.5051,31
8.5489,21.6405,21
5.5359,20.801,5
6.0626,27.0731,20
21.0241,27.0294,7
9.5333,24.8697,28
18.1123,26.5257,9
17.0773,26.3302,9
17.2797,14.9268,14
10.6051,6.9044,19
23.2206,26.8247,7
21.3921,19.0691,15
25.4723,22.5513,24
8.933,13.9286,16
14.5174,22.7054,29
8.6133,14.0459,16
26.6292,22.1626,24
26.5073,14.9268,12
18.5332,27.0064,9
12.3209,18.0111,8
22.9814,6.8515,25
11.6884,15.0119,17
5.3174,18.8092,5
25.5712,27.3077,23
25.8196,21.0839,24
16.5276,15.1844,14
10.9064,7.2655,19
25.2446,5.9591,1
26.965,15.0717,12
11.1134,7.2264,19
12.3807,13.5951,17
9.1722,10.5729,3
8.9951,9.5678,3
22.4432,11.1341,27
17.0727,14.3242,14
22.9722,10.1681,11
5.4876,10.7247,30
19.7246,19.8971,15
16.2079,9.3884,13
25.7437,6.3179,1
24.3545,24.4028,4
25.677,17.9214,18
23.8761,6.3754,25
23.2758,8.703,11
21.2449,20.0374,15
18.0134,26.6706,9
27.6389,14.4967,12
8.6271,11.8379,3
9.1745,14.7888,16
22.3397,16.0078,26
21.054,28.5819,7
9.0802,21.5347,21
22.4639,6.6353,11
27.6941,23.5265,24
23.2091,8.8939,11
23.0274,15.833,26
27.1214,18.2595,18
7.5116,22.5421,21
15.7617,14.3472,14
25.1618,6.3064,1
27.2617,20.0374,24
13.3536,26.3026,22
8.3005,21.2426,21
9.8024,23.9704,28
15.8629,18.0272,8
4.7309,26.7304,20
15.81,21.2794,29
21.2196,5.7636,25
21.7371,5.3979,25
23.2137,12.5578,27
26.1853,16.1872,12
4.9402,27.2088,20
8.9514,14.6347,16
8.1648,10.3061,3
8.8249,9.9335,3
17.9076,24.964,9
13.1052,19.4624,8
21.0908,26.436,7
8.8042,22.2707,21
8.3787,14.6278,16
17.8018,26.7097,9
14.568,25.7483,22
10.4027,23.6553,28
4.701,9.8783,30
14.8854,26.9443,22
8.2614,15.2465,16
15.8629,23.6714,29
14.5542,26.1278,22
17.5948,11.3848,2
26.1807,14.8026,12
11.5182,15.2626,17
11.0099,24.4534,28
24.8536,5.5152,1
24.941,5.0184,1
4.9839,19.5705,5
18.0709,24.9502,9
17.1969,14.9521,14
16.5644,21.0103,29
13.5192,17.5327,8
9.5954,9.1469,3
14.6623,21.3277,29
27.5032,18.3975,18
8.9169,19.8419,21
16.2378,13.8435,14
12.4428,21.8636,10
8.7766,14.7336,16
5.138,16.615,31
25.3918,13.9976,12
11.7344,14.1402,17
26.5855,6.8423,1
13.3628,19.2853,8
12.7717,21.0057,10
20.9988,5.2645,25
17.2889,11.7873,2
14.5289,26.5602,22
16.3114,14.9521,14
27.9264,10.7109,6
9.9749,20.5388,21
17.9007,14.3127,14
13.1466,26.896,22
5.6693,27.0225,20
26.6936,28.1863,23
6.1086,27.885,20
26.5671,21.33,24
6.2075,15.6697,31
22.4639,11.3641,27
4.8781,9.5425,30
24.665,23.239,4
10.5844,23.7749,28
12.4152,21.9395,10
22.9423,17.213,26
12.8384,18.984,8
13.4272,17.9743,8
7.0309,16.73,31
23.4437,24.0555,4
24.8375,6.7871,11
24.6903,24.0325,4
24.2234,7.5461,11
25.7506,27.0731,23
8.5627,15.3339,16
5.9775,17.8248,31
24.6075,24.6029,4
25.9208,17.8547,18
5.5566,11.1801,30
10.7822,23.3402,28
22.5559,16.73,26
9.1814,24.9732,28
27.6136,9.7426,6
16.0745,18.1054,8
12.0403,7.8911,19
14.3242,26.6568,22
17.4568,14.2759,14
24.9962,27.8045,23
12.2312,8.1809,19
12.222,14.6623,17
23.0918,15.3592,26
23.1378,15.9181,26
4.7677,28.5727,20
6.2282,10.1543,30
22.825,16.4954,26
13.2409,26.8707,22
26.5648,21.1506,24
14.9314,9.9887,13
13.7906,26.2635,22
9.4712,24.7915,28
10.1635,9.1239,3
27.0179,10.6166,6
10.98,8.9146,19
23.0619,16.1826,26
11.5021,21.606,10
5.8694,20.3709,5
7.6726,21.2334,21
16.0722,9.0227,13
25.3136,28.0115,23
5.5704,19.4716,5
4.8827,10.2486,30
13.717,18.7103,8
12.452,20.4767,10
21.1506,20.1294,15
4.6159,10.1152,30
5.115,19.7499,5
21.8705,4.1858,25
13.027,18.3561,8
24.2441,23.6231,4
26.7051,10.3406,6
22.273,11.9322,27
4.3284,26.9972,20
23.2712,16.3643,26
8.8364,20.7849,21
16.086,14.8785,14
9.5333,21.3852,21
14.7842,18.2319,8
25.7184,22.4915,24
25.8242,14.6485,12
21.2541,5.5934,25
5.1196,10.2118,30
5.9798,9.3447,30
6.3202,27.3445,20
6.7388,17.2337,31
16.5943,15.511,14
14.844,22.0729,29
26.8638,13.9171,12
11.3825,8.4086,19
26.9351,21.9096,24
4.6665,20.4514,5
8.9261,14.6508,16
9.0733,8.9307,3
11.67,8.5765,19
5.5911,28.6877,20
20.1478,18.3768,15
15.603,16.1619,14
7.0815,10.4993,3
23.5127,8.1073,11
22.7951,15.5386,26
11.3043,14.4553,17
26.2957,15.5087,12
7.7416,15.3707,16
16.1343,21.1414,29
6.3064,16.8243,31
15.6122,11.8816,13
22.2891,11.9874,27
12.1806,22.2063,10
25.2262,27.5193,23
14.6324,8.5857,13
23.1953,8.6018,11
24.136,28.4922,23
27.5124,17.0313,18
17.8708,25.2676,9
5.69,18.3952,5
16.8496,9.5954,13
20.5273,28.253,7
7.8428,9.9703,3
21.3369,19.7177,15
18.2365,26.413,9
20.9597,18.4619,15
15.2695,18.8069,8
25.4976,25.1802,23
4.9218,20.019,5
21.1805,19.2531,15
12.8315,22.0223,10
6.1868,19.2324,5
26.7925,21.3829,24
24.7731,6.0925,1
14.5289,8.7306,13
26.6062,18.2963,18
15.6766,22.3811,29
17.9306,12.1898,2
27.1007,14.5243,12
28.621,16.4632,18
6.5709,20.4031,5
25.1204,4.6504,1
6.3455,16.8772,31
9.5103,25.9369,28
10.4993,8.9307,19
8.1694,10.7868,3
13.8596,18.2733,8
5.2737,27.8206,20
21.7808,27.8735,7
21.6589,5.8602,25
23.2919,5.1196,25
9.5218,14.8164,16
15.5018,20.7596,29
12.6291,22.0752,10
16.27,14.8532,14
26.8201,18.823,18
14.3081,17.9881,8
11.5688,15.649,17
24.6305,6.8354,1
11.9966,7.7669,19
12.498,14.5036,17
14.5887,10.2279,13
22.3903,11.2629,27
12.5187,21.1506,10
17.4959,11.5596,2
10.4924,8.8686,19
23.7956,12.9327,27
24.1222,24.6926,4
23.2321,12.0426,27
14.1678,26.0542,22
20.939,20.893,15
12.1921,14.6209,17
11.5849,9.7656,19
5.7406,21.3898,5
15.373,19.4371,8
16.7277,11.6654,2
10.7408,14.5588,17
15.1269,21.6566,29
27.31,9.3401,6
27.6159,22.319,24
6.0419,17.3625,31
8.864,21.5117,21
11.762,13.9447,17
25.608,15.7548,12
10.9202,24.7708,28
18.0502,25.0261,9
24.3407,23.5886,4
23.2482,9.738,11
18.5378,11.6516,2
8.6915,20.3778,21
5.5566,20.3778,5
14.9153,18.1008,8
8.312,21.3484,21
27.1099,27.0593,23
13.4985,27.1513,22
24.0279,9.853,11
10.1796,22.3167,28
8.1119,21.7785,21
23.3931,15.9549,26
13.0983,25.2354,22
25.4562,6.702,1
24.8697,14.6393,12
22.687,10.8949,27
16.8749,11.5182,2
27.7148,11.1755,6
24.4856,23.6553,4
24.1406,8.5305,11
15.5938,8.5144,13
25.9944,16.6863,18
25.953,8.2131,6
11.1594,21.445,10
16.2838,8.841,13
9.6874,15.4236,16
23.9129,8.5489,11
15.4696,8.841,13
6.2535,16.4954,31
24.8421,9.3861,11
11.0766,9.025,19
22.5398,8.1211,11
19.6832,19.0139,15
12.6613,21.0356,10
26.6453,15.3546,12
5.0092,27.1651,20
5.276,17.2475,31
11.8816,9.2872,19
8.9445,14.683,16
23.0343,16.7691,26
27.6504,17.1762,18
4.8758,16.5598,31
15.6858,21.1207,29
13.464,19.3543,8
8.8295,10.4648,3
24.6236,6.1178,1
9.2941,15.143,16
12.6475,21.6497,10
18.2273,26.4452,9
9.4965,21.7003,21
17.466,15.1936,14
16.6058,14.9912,14
24.297,23.975,4
8.8617,21.4059,21
22.3259,7.8635,11
15.3546,19.1772,8
4.1973,20.4997,5
9.0089,10.3958,3
24.0946,27.0938,23
20.0788,26.6177,7
10.7546,8.1694,19
6.1983,27.103,20
7.5645,15.9089,16
4.9172,20.7688,5
27.4181,21.5715,24
20.7849,26.459,7
3.9328,26.7189,20
4.2962,20.9275,5
17.2567,25.24,9
6.1661,21.6704,5
22.5375,15.9664,26
13.0753,28.7199,22
22.411,12.2703,27
23.8324,17.3993,26
11.5987,20.8263,10
5.2714,9.2826,30
27.1398,16.4471,18
4.7976,9.6897,30
18.1445,26.0887,9
15.1637,19.3704,8
25.5114,28.9407,23
11.1778,14.3702,17
8.0475,20.0328,21
24.1981,10.8604,27
22.3213,9.0112,11
25.7943,13.947,12
5.6233,19.8304,5
14.4737,26.8224,22
24.6328,5.3473,1
21.7693,16.2194,26
26.7051,11.9782,6
15.3431,15.4167,14
27.2548,20.8562,24
27.3445,6.4697,1
14.7359,27.4825,22
5.8993,16.5437,31
22.6755,4.6021,25
14.66,9.6989,13
4.6182,17.7535,31
26.068,14.4392,12
27.1881,21.6888,24
5.4899,17.2774,31
13.3398,19.4417,8
25.2009,24.711,4
7.8267,15.81,16
26.3394,23.2551,24
12.774,21.7049,10
27.2663,11.4952,6
26.8891,17.0428,18
17.259,11.7482,2
22.5835,26.4222,7
24.3499,25.1388,4
8.1441,10.8443,3
11.6056,14.66,17
22.1189,15.8284,26
16.2516,13.2731,14
11.003,24.2372,28
23.9175,12.9258,27
23.0044,11.4331,27
23.0596,16.2585,26
16.7944,14.453,14
20.5572,19.3589,15
26.4843,23.7105,4
16.0768,17.0313,14
11.2537,20.6446,10
24.0486,25.4286,4
19.3727,19.5659,15
5.7935,17.8478,31
19.6763,19.8626,15
27.6021,18.9288,18
26.1485,10.6166,6
12.6613,26.5349,22
27.379,17.9076,18
5.2599,27.9471,20
21.8682,4.8482,25
11.6907,14.4438,17
25.6103,7.6197,1
7.0355,19.6073,5
5.5152,27.747,20
8.6363,9.8139,3
13.9792,18.8575,8
11.1939,21.2656,10
21.4841,28.1242,7
9.6943,23.1999,21
15.6421,14.1678,14
25.8081,9.4574,6
25.7897,17.7328,18
26.6545,22.6042,24
6.0488,16.2102,31
25.2722,6.8676,1
27.5216,16.5345,18
10.7523,25.4355,28
23.2022,16.4287,26
13.3881,26.0013,22
8.588,11.0329,3
16.7875,15.4029,14
25.1204,14.2299,12
21.6037,28.2461,7
